"시점","항공사별(1)","도착출발별(1)",운항 (편),여객 (명),화물 (톤)
"2020.05","에어인천","출발",61,0,647
"2020.05","에어서울","계",622,117344,450
"2020.05","에어서울","도착",311,58734,226
"2020.05","에어서울","출발",311,58610,223
"2020.05","플라이강원","계",184,19424,99
"2020.05","플라이강원","도착",92,9712,50
"2020.05","플라이강원","출발",92,9712,50
"2020.05","제주항공","계",4554,671430,2398
"2020.05","제주항공","도착",2278,336375,1200
"2020.05","제주항공","출발",2276,335055,1198
"2020.05","진에어","계",3442,455962,2328
"2020.05","진에어","도착",1722,228230,1174
"2020.05","진에어","출발",1720,227732,1154
"2020.05","대한항공","계",8133,736926,114909
"2020.05","대한항공","도착",4070,380478,57320
"2020.05","대한항공","출발",4063,356448,57588
"2020.05","티웨이항공","계",4416,627356,2288
"2020.05","티웨이항공","도착",2208,313736,1145
"2020.05","티웨이항공","출발",2208,313620,1143
"2020.05","이스타항공","계",0,0,0
"2020.05","이스타항공","도착",0,0,0
"2020.05","이스타항공","출발",0,0,0
"2020.05","외항사","계",3294,44177,59849
"2020.05","외항사","도착",1644,26646,29936
"2020.05","외항사","출발",1650,17531,29913
"2020.06","아시아나항공","계",6509,817274,59911
"2020.06","아시아나항공","도착",3257,413355,31247
"2020.06","아시아나항공","출발",3252,403919,28664
"2020.06","에어부산","계",4560,694348,2906
"2020.06","에어부산","도착",2280,347174,1453
"2020.06","에어부산","출발",2280,347174,1453
"2020.06","에어인천","계",121,0,904
"2020.06","에어인천","도착",60,0,314
"2020.06","에어인천","출발",61,0,590
"2020.06","에어서울","계",780,151376,566
"2020.06","에어서울","도착",390,75688,283
"2020.06","에어서울","출발",390,75688,283
"2020.06","플라이강원","계",288,33936,172
"2020.06","플라이강원","도착",144,16968,86
"2020.06","플라이강원","출발",144,16968,86
"2020.06","제주항공","계",4887,787842,2866
"2020.06","제주항공","도착",2444,394108,1430
"2020.06","제주항공","출발",2443,393734,1437
"2020.06","진에어","계",3893,580716,2907
"2020.06","진에어","도착",1947,290777,1492
"2020.06","진에어","출발",1946,289939,1415
"2020.06","대한항공","계",8035,709434,113305
"2020.06","대한항공","도착",4014,366209,56702
"2020.06","대한항공","출발",4021,343225,56603
"2020.06","티웨이항공","계",4702,714064,2579
"2020.06","티웨이항공","도착",2351,357074,1291
"2020.06","티웨이항공","출발",2351,356990,1288
"2020.06","외항사","계",3323,54213,59220
"2020.06","외항사","도착",1661,27772,31007
"2020.06","외항사","출발",1662,26441,28213
"2020.07","아시아나항공","계",6876,831257,65267
"2020.07","아시아나항공","도착",3433,419655,33099
"2020.07","아시아나항공","출발",3443,411602,32167
"2020.07","에어부산","계",4882,697565,2909
"2020.07","에어부산","도착",2441,348645,1451
"2020.07","에어부산","출발",2441,348920,1458
"2020.07","에어인천","계",108,0,776
"2020.07","에어인천","도착",54,0,283
"2020.07","에어인천","출발",54,0,493
"2020.07","에어서울","계",928,174362,724
"2020.07","에어서울","도착",464,87181,362
"2020.07","에어서울","출발",464,87181,362
"2020.07","플라이강원","계",276,30242,153
"2020.07","플라이강원","도착",138,15121,77
"2020.07","플라이강원","출발",138,15121,77
"2020.07","제주항공","계",5471,935327,3726
"2020.07","제주항공","도착",2735,467338,1841
"2020.07","제주항공","출발",2736,467989,1885
"2020.07","진에어","계",5124,816731,4321
"2020.07","진에어","도착",2562,408355,2211
"2020.07","진에어","출발",2562,408376,2111
"2020.07","대한항공","계",8550,762161,122948
"2020.07","대한항공","도착",4271,388445,61029
"2020.07","대한항공","출발",4279,373716,61919
"2020.07","티웨이항공","계",5426,873132,3499
"2020.07","티웨이항공","도착",2713,436594,1750
"2020.07","티웨이항공","출발",2713,436538,1749
"2020.07","외항사","계",3566,79652,66670
"2020.07","외항사","도착",1788,35757,33932
"2020.07","외항사","출발",1778,43895,32738
"2020.08","아시아나항공","계",6849,924205,63267
"2020.08","아시아나항공","도착",3426,463702,31532
"2020.08","아시아나항공","출발",3423,460503,31735
"2020.08","에어부산","계",4806,706071,3489
"2020.08","에어부산","도착",2403,353014,1743
"2020.08","에어부산","출발",2403,353057,1746
"2020.08","에어인천","계",111,0,915
"2020.08","에어인천","도착",56,0,340
"2020.08","에어인천","출발",55,0,575
"2020.08","에어서울","계",1212,222922,929
"2020.08","에어서울","도착",606,111530,467
"2020.08","에어서울","출발",606,111392,462
"2020.08","플라이강원","계",384,52652,272
"2020.08","플라이강원","도착",192,26326,136
"2020.08","플라이강원","출발",192,26326,136
"2020.08","제주항공","계",5955,986598,4312
"2020.08","제주항공","도착",2978,493278,2143
"2020.08","제주항공","출발",2977,493320,2169
"2020.08","진에어","계",6958,1123009,6167
"2020.08","진에어","도착",3479,561569,3111
"2020.08","진에어","출발",3479,561440,3056
"2020.08","대한항공","계",8711,854057,124984
"2020.08","대한항공","도착",4360,427574,60538
"2020.08","대한항공","출발",4351,426483,64447
"2020.08","티웨이항공","계",6046,974824,4369
"2020.08","티웨이항공","도착",3023,487271,2183
"2020.08","티웨이항공","출발",3023,487553,2185
"2020.08","외항사","계",3772,91038,65799
"2020.08","외항사","도착",1871,38735,31610
"2020.08","외항사","출발",1901,52303,34189
"2020.09","아시아나항공","계",5882,668698,68691
"2020.09","아시아나항공","도착",2937,334739,32405
"2020.09","아시아나항공","출발",2945,333959,36286
"2020.09","에어부산","계",3546,519510,2745
"2020.09","에어부산","도착",1773,259728,1372
"2020.09","에어부산","출발",1773,259782,1373
"2020.09","에어인천","계",132,0,1169
"2020.09","에어인천","도착",66,0,360
"2020.09","에어인천","출발",66,0,810
"2020.09","에어서울","계",1088,201421,691
"2020.09","에어서울","도착",544,100667,344
"2020.09","에어서울","출발",544,100754,347
"2020.09","플라이강원","계",300,25196,128
"2020.09","플라이강원","도착",150,12598,64
"2020.09","플라이강원","출발",150,12598,64
"2020.09","제주항공","계",3942,636268,2687
"2020.09","제주항공","도착",1971,318106,1331
"2020.09","제주항공","출발",1971,318162,1356
"2020.09","진에어","계",4529,600971,3469
"2020.09","진에어","도착",2264,300484,1756
"2020.09","진에어","출발",2265,300487,1713
"2020.09","대한항공","계",7408,571774,128697
"2020.09","대한항공","도착",3698,287214,61069
"2020.09","대한항공","출발",3710,284560,67628
"2020.09","티웨이항공","계",3976,626467,2661
"2020.09","티웨이항공","도착",1988,313061,1326
"2020.09","티웨이항공","출발",1988,313406,1335
"2020.09","외항사","계",4016,73264,73886
"2020.09","외항사","도착",1995,30530,33901
"2020.09","외항사","출발",2021,42734,39985
"2020.10","아시아나항공","계",6884,829675,71393
"2020.10","아시아나항공","도착",3444,414036,34200
"2020.10","아시아나항공","출발",3440,415639,37193
"2020.10","에어부산","계",4726,717950,3151
"2020.10","에어부산","도착",2363,358452,1566
"2020.10","에어부산","출발",2363,359498,1586
"2020.10","에어인천","계",124,0,1116
"2020.10","에어인천","도착",62,0,324
"2020.10","에어인천","출발",62,0,793
"2020.10","에어서울","계",1608,294061,1069
"2020.10","에어서울","도착",804,146770,528
"2020.10","에어서울","출발",804,147291,540
"2020.10","플라이강원","계",172,23622,162
"2020.10","플라이강원","도착",86,11811,81
"2020.10","플라이강원","출발",86,11811,81
"2020.10","제주항공","계",6116,1005567,4190
"2020.10","제주항공","도착",3058,502861,2088
"2020.10","제주항공","출발",3058,502706,2101
"2020.10","진에어","계",6150,949566,4819
"2020.10","진에어","도착",3074,474544,2403
"2020.10","진에어","출발",3076,475022,2416
"2020.10","대한항공","계",9468,881439,132236
"2020.10","대한항공","도착",4733,442762,62720
"2020.10","대한항공","출발",4735,438677,69517
"2020.10","티웨이항공","계",5878,966419,4186
"2020.10","티웨이항공","도착",2939,482899,2088
"2020.10","티웨이항공","출발",2939,483520,2098
"2020.10","외항사","계",4242,71557,76789
"2020.10","외항사","도착",2092,28613,34225
"2020.10","외항사","출발",2150,42944,42563
"2020.11","아시아나항공","계",7173,923254,72623
"2020.11","아시아나항공","도착",3585,460283,34534
"2020.11","아시아나항공","출발",3588,462971,38089
"2020.11","에어부산","계",4760,777805,3910
"2020.11","에어부산","도착",2380,388536,1949
"2020.11","에어부산","출발",2380,389269,1961
"2020.11","에어인천","계",132,0,1218
"2020.11","에어인천","도착",66,0,415
"2020.11","에어인천","출발",66,0,803
"2020.11","에어서울","계",1702,294744,1143
"2020.11","에어서울","도착",851,146973,561
"2020.11","에어서울","출발",851,147771,582
"2020.11","플라이강원","계",174,26478,196
"2020.11","플라이강원","도착",87,13239,98
"2020.11","플라이강원","출발",87,13239,98
"2020.11","제주항공","계",6312,1039447,4448
"2020.11","제주항공","도착",3156,519488,2212
"2020.11","제주항공","출발",3156,519959,2236
"2020.11","진에어","계",6703,1082526,5565
"2020.11","진에어","도착",3352,541247,2795
"2020.11","진에어","출발",3351,541279,2771
"2020.11","대한항공","계",9402,920692,133013
"2020.11","대한항공","도착",4703,462302,62435
"2020.11","대한항공","출발",4699,458390,70577
"2020.11","티웨이항공","계",5974,993497,4427
"2020.11","티웨이항공","도착",2987,496529,2205
"2020.11","티웨이항공","출발",2987,496968,2222
"2020.11","외항사","계",4416,69751,79395
"2020.11","외항사","도착",2182,29105,35908
"2020.11","외항사","출발",2234,40646,43487
"2020.12","아시아나항공","계",6015,511217,71433
"2020.12","아시아나항공","도착",3008,252891,34732
"2020.12","아시아나항공","출발",3007,258326,36701
"2020.12","에어부산","계",3683,514100,3338
"2020.12","에어부산","도착",1841,256396,1656
"2020.12","에어부산","출발",1842,257704,1682
"2020.12","에어인천","계",135,0,1184
"2020.12","에어인천","도착",67,0,429
"2020.12","에어인천","출발",68,0,756
"2020.12","에어서울","계",1144,177062,634
"2020.12","에어서울","도착",572,87999,305
"2020.12","에어서울","출발",572,89063,329
"2020.12","플라이강원","계",220,13932,89
"2020.12","플라이강원","도착",110,6966,44
"2020.12","플라이강원","출발",110,6966,44
"2020.12","제주항공","계",4924,684627,2817
"2020.12","제주항공","도착",2462,341859,1388
"2020.12","제주항공","출발",2462,342768,1429
"2020.12","진에어","계",4556,541828,3481
"2020.12","진에어","도착",2278,270488,1762
"2020.12","진에어","출발",2278,271340,1719
"2020.12","대한항공","계",8376,569123,137130
"2020.12","대한항공","도착",4188,285156,65965
"2020.12","대한항공","출발",4188,283967,71165
"2020.12","티웨이항공","계",4128,584257,2791
"2020.12","티웨이항공","도착",2064,291631,1380
"2020.12","티웨이항공","출발",2064,292626,1410
"2020.12","외항사","계",4586,79554,82384
"2020.12","외항사","도착",2275,30628,38027
"2020.12","외항사","출발",2311,48926,44357
"2021.01","아시아나항공","계",4747,455927,63994
"2021.01","아시아나항공","도착",2372,226104,31499
"2021.01","아시아나항공","출발",2375,229823,32495
"2021.01","에어부산","계",3132,498848,3219
"2021.01","에어부산","도착",1566,249065,1603
"2021.01","에어부산","출발",1566,249783,1616
"2021.01","에어인천","계",123,0,1000
"2021.01","에어인천","도착",62,0,375
"2021.01","에어인천","출발",61,0,625
"2021.01","에어서울","계",714,128728,389
"2021.01","에어서울","도착",357,64105,189
"2021.01","에어서울","출발",357,64623,200
"2021.01","플라이강원","계",86,6156,42
"2021.01","플라이강원","도착",43,3078,21
"2021.01","플라이강원","출발",43,3078,21
"2021.01","제주항공","계",2754,444353,1673
"2021.01","제주항공","도착",1377,222038,821
"2021.01","제주항공","출발",1377,222315,852
"2021.01","진에어","계",4060,583196,3787
"2021.01","진에어","도착",2030,291270,1920
"2021.01","진에어","출발",2030,291926,1866
"2021.01","대한항공","계",6871,519886,130155
"2021.01","대한항공","도착",3431,257430,63303
"2021.01","대한항공","출발",3440,262456,66852
"2021.01","티웨이항공","계",2555,423554,1921
"2021.01","티웨이항공","도착",1277,211390,949
"2021.01","티웨이항공","출발",1278,212164,971
"2021.01","외항사","계",4641,78109,83378
"2021.01","외항사","도착",2305,31958,38026
"2021.01","외항사","출발",2336,46151,45352
"2021.02","아시아나항공","계",5347,542892,58396
"2021.02","아시아나항공","도착",2674,271865,30213
"2021.02","아시아나항공","출발",2673,271027,28183
"2021.02","에어부산","계",4143,662839,4174
"2021.02","에어부산","도착",2072,331685,2092
"2021.02","에어부산","출발",2071,331154,2083
"2021.02","에어인천","계",74,0,690
"2021.02","에어인천","도착",37,0,265
"2021.02","에어인천","출발",37,0,425
"2021.02","에어서울","계",1362,246683,880
"2021.02","에어서울","도착",681,123401,438
"2021.02","에어서울","출발",681,123282,441
"2021.02","플라이강원","계",88,6718,44
"2021.02","플라이강원","도착",44,3359,22
"2021.02","플라이강원","출발",44,3359,22
"2021.02","제주항공","계",5672,918482,3292
"2021.02","제주항공","도착",2836,459439,1629
"2021.02","제주항공","출발",2836,459043,1663
"2021.02","진에어","계",6108,952164,6075
"2021.02","진에어","도착",3054,476226,3090
"2021.02","진에어","출발",3054,475938,2986
"2021.02","대한항공","계",7930,661220,122474
"2021.02","대한항공","도착",3968,331054,61781
"2021.02","대한항공","출발",3962,330166,60693
"2021.02","티웨이항공","계",4368,740101,3301
"2021.02","티웨이항공","도착",2184,370290,1651
"2021.02","티웨이항공","출발",2184,369811,1650
"2021.02","에어로케이항공","계",4,194,0
"2021.02","에어로케이항공","도착",2,97,0
"2021.02","에어로케이항공","출발",2,97,0
"2021.02","외항사","계",4000,65278,74579
"2021.02","외항사","도착",1988,33077,35009
"2021.02","외항사","출발",2012,32201,39571
"2021.03","아시아나항공","계",6832,731272,69148
"2021.03","아시아나항공","도착",3416,364872,34950
"2021.03","아시아나항공","출발",3416,366400,34198
"2021.03","에어부산","계",4822,774384,4213
"2021.03","에어부산","도착",2411,387229,2108
"2021.03","에어부산","출발",2411,387155,2105
"2021.03","에어인천","계",137,0,1103
"2021.03","에어인천","도착",68,0,331
"2021.03","에어인천","출발",69,0,771
"2021.03","에어서울","계",1530,284391,823
"2021.03","에어서울","도착",765,142498,417
"2021.03","에어서울","출발",765,141893,406
"2021.03","플라이강원","계",156,10360,74
"2021.03","플라이강원","도착",78,5180,37
"2021.03","플라이강원","출발",78,5180,37
"2021.03","제주항공","계",6385,1060742,3725
"2021.03","제주항공","도착",3192,530402,1843
"2021.03","제주항공","출발",3193,530340,1881
"2021.03","진에어","계",6038,892157,4387
"2021.03","진에어","도착",3019,445959,2191
"2021.03","진에어","출발",3019,446198,2195
"2021.03","대한항공","계",8942,693688,145395
"2021.03","대한항공","도착",4469,346078,74383
"2021.03","대한항공","출발",4473,347610,71012
"2021.03","티웨이항공","계",5316,880432,3585
"2021.03","티웨이항공","도착",2658,440400,1787
"2021.03","티웨이항공","출발",2658,440032,1798
"2021.03","에어로케이항공","계",56,2182,6
"2021.03","에어로케이항공","도착",28,1091,3
"2021.03","에어로케이항공","출발",28,1091,3
"2021.03","외항사","계",5290,72317,93498
"2021.03","외항사","도착",2630,34274,44953
"2021.03","외항사","출발",2660,38043,48545
"2021.04","아시아나항공","계",7135,894108,67515
"2021.04","아시아나항공","도착",3567,447755,34489
"2021.04","아시아나항공","출발",3568,446353,33027
"2021.04","에어부산","계",5494,856494,3702
"2021.04","에어부산","도착",2747,428274,1851
"2021.04","에어부산","출발",2747,428220,1850
"2021.04","에어인천","계",154,0,1579
"2021.04","에어인천","도착",77,0,661
"2021.04","에어인천","출발",77,0,917
"2021.04","에어서울","계",1596,301629,889
"2021.04","에어서울","도착",798,151133,449
"2021.04","에어서울","출발",798,150496,440
"2021.04","플라이강원","계",172,18196,115
"2021.04","플라이강원","도착",86,9098,58
"2021.04","플라이강원","출발",86,9098,58
"2021.04","제주항공","계",7426,1254285,4640
"2021.04","제주항공","도착",3713,627190,2298
"2021.04","제주항공","출발",3713,627095,2343
"2021.04","진에어","계",7052,1042230,4375
"2021.04","진에어","도착",3526,521094,2187
"2021.04","진에어","출발",3526,521136,2188
"2021.04","대한항공","계",9568,827561,144280
"2021.04","대한항공","도착",4782,414336,74236
"2021.04","대한항공","출발",4786,413225,70044
"2021.04","티웨이항공","계",5625,910527,4041
"2021.04","티웨이항공","도착",2813,455501,2012
"2021.04","티웨이항공","출발",2812,455026,2030
"2021.04","에어로케이항공","계",192,4736,19
"2021.04","에어로케이항공","도착",96,2368,10
"2021.04","에어로케이항공","출발",96,2368,10
"2021.04","외항사","계",5024,71021,87688
"2021.04","외항사","도착",2510,32795,43771
"2021.04","외항사","출발",2514,38226,43917
"2021.05","아시아나항공","계",7231,950093,68572
"2021.05","아시아나항공","도착",3617,478224,35603
"2021.05","아시아나항공","출발",3614,471869,32969
"2021.05","에어부산","계",5554,864157,3348
"2021.05","에어부산","도착",2777,431993,1672
"2021.05","에어부산","출발",2777,432164,1676
"2021.05","에어인천","계",143,0,1640
"2021.05","에어인천","도착",72,0,710
"2021.05","에어인천","출발",71,0,931
"2021.05","에어서울","계",1622,303107,871
"2021.05","에어서울","도착",811,151782,437
"2021.05","에어서울","출발",811,151325,434
"2021.05","플라이강원","계",188,20550,122
"2021.05","플라이강원","도착",94,10275,61
"2021.05","플라이강원","출발",94,10275,61
"2021.05","제주항공","계",7721,1316107,5014
"2021.05","제주항공","도착",3861,658041,2487
"2021.05","제주항공","출발",3860,658066,2528
"2021.05","진에어","계",7122,1064404,4234
"2021.05","진에어","도착",3561,532016,2112
"2021.05","진에어","출발",3561,532388,2122
"2021.05","대한항공","계",9825,898401,143524
"2021.05","대한항공","도착",4918,453922,73745
"2021.05","대한항공","출발",4907,444479,69780
"2021.05","티웨이항공","계",5932,980032,4283
"2021.05","티웨이항공","도착",2966,490073,2116
"2021.05","티웨이항공","출발",2966,489959,2167
"2021.05","에어로케이항공","계",352,17112,82
"2021.05","에어로케이항공","도착",176,8556,41
"2021.05","에어로케이항공","출발",176,8556,41
"2021.05","외항사","계",4946,77477,89926
"2021.05","외항사","도착",2457,39546,45674
"2021.05","외항사","출발",2489,37931,44251
"2021.06","아시아나항공","계",6810,903400,67125
"2021.06","아시아나항공","도착",3403,454670,34530
"2021.06","아시아나항공","출발",3407,448730,32595
"2021.06","에어부산","계",5108,802203,3225
"2021.06","에어부산","도착",2554,400919,1609
"2021.06","에어부산","출발",2554,401284,1616
"2021.06","에어인천","계",217,0,2011
"2021.06","에어인천","도착",108,0,811
"2021.06","에어인천","출발",109,0,1201
"2021.06","에어서울","계",1630,311051,917
"2021.06","에어서울","도착",815,155540,458
"2021.06","에어서울","출발",815,155511,459
"2021.06","플라이강원","계",168,16512,90
"2021.06","플라이강원","도착",84,8256,45
"2021.06","플라이강원","출발",84,8256,45
"2021.06","제주항공","계",7260,1247122,4867
"2021.06","제주항공","도착",3629,623417,2409
"2021.06","제주항공","출발",3631,623705,2458
"2021.06","진에어","계",6634,1041725,4095
"2021.06","진에어","도착",3317,520696,2043
"2021.06","진에어","출발",3317,521029,2052
"2021.06","대한항공","계",9643,988677,144104
"2021.06","대한항공","도착",4814,498249,73349
"2021.06","대한항공","출발",4829,490428,70755
"2021.06","티웨이항공","계",5547,946192,4343
"2021.06","티웨이항공","도착",2773,472849,2100
"2021.06","티웨이항공","출발",2774,473343,2242
"2021.06","에어로케이항공","계",296,20682,101
"2021.06","에어로케이항공","도착",148,10341,51
"2021.06","에어로케이항공","출발",148,10341,51
"2021.06","외항사","계",4852,99727,85941
"2021.06","외항사","도착",2420,47861,44436
"2021.06","외항사","출발",2432,51866,41505
"2021.07","아시아나항공","계",6985,865232,68169
"2021.07","아시아나항공","도착",3495,434750,34554
"2021.07","아시아나항공","출발",3490,430482,33615
"2021.07","에어부산","계",4937,705848,2820
"2021.07","에어부산","도착",2468,352793,1406
"2021.07","에어부산","출발",2469,353055,1414
"2021.07","에어인천","계",210,0,2027
"2021.07","에어인천","도착",105,0,883
"2021.07","에어인천","출발",105,0,1145
"2021.07","에어서울","계",1522,279486,872
"2021.07","에어서울","도착",761,139972,439
"2021.07","에어서울","출발",761,139514,433
"2021.07","플라이강원","계",292,24606,131
"2021.07","플라이강원","도착",146,12303,66
"2021.07","플라이강원","출발",146,12303,66
"2021.07","제주항공","계",7272,1193025,4813
"2021.07","제주항공","도착",3636,596410,2375
"2021.07","제주항공","출발",3636,596615,2438
"2021.07","진에어","계",7116,1056585,4341
"2021.07","진에어","도착",3558,528001,2162
"2021.07","진에어","출발",3558,528584,2179
"2021.07","대한항공","계",10371,969796,150113
"2021.07","대한항공","도착",5189,487196,76076
"2021.07","대한항공","출발",5182,482600,74037
"2021.07","티웨이항공","계",5754,945355,4185
"2021.07","티웨이항공","도착",2877,472614,2058
"2021.07","티웨이항공","출발",2877,472741,2128
"2021.07","에어로케이항공","계",372,23546,128
"2021.07","에어로케이항공","도착",186,11773,64
"2021.07","에어로케이항공","출발",186,11773,64
"2021.07","외항사","계",4950,123457,89779
"2021.07","외항사","도착",2467,59207,46445
"2021.07","외항사","출발",2483,64250,43334
"2021.08","아시아나항공","계",6941,780597,64655
"2021.08","아시아나항공","도착",3470,387556,32459
"2021.08","아시아나항공","출발",3471,393041,32196
"2021.08","에어부산","계",4574,702434,2944
"2021.08","에어부산","도착",2287,351378,1475
"2021.08","에어부산","출발",2287,351056,1468
"2021.08","에어인천","계",181,0,2156
"2021.08","에어인천","도착",90,0,1011
"2021.08","에어인천","출발",91,0,1144
"2021.08","에어서울","계",1524,294181,881
"2021.08","에어서울","도착",762,147301,445
"2021.08","에어서울","출발",762,146880,435
"2021.08","플라이강원","계",336,26220,119
"2021.08","플라이강원","도착",168,13110,59
"2021.08","플라이강원","출발",168,13110,59
"2021.08","제주항공","계",6201,1012678,4252
"2021.08","제주항공","도착",3101,506472,2115
"2021.08","제주항공","출발",3100,506206,2137
"2021.08","진에어","계",6440,953238,3998
"2021.08","진에어","도착",3220,476427,1989
"2021.08","진에어","출발",3220,476811,2008
"2021.08","대한항공","계",10154,977725,150149
"2021.08","대한항공","도착",5080,481794,76751
"2021.08","대한항공","출발",5074,495931,73398
